"","schoolname","schoolcode","sssdistrict","ssslong","ssslat"
"3999","",60102,"Sunyani Municipal",NA,NA
"4000","ANGLICAN VOC. TECH. SCHOOL, TESHIE",9010117,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4001","",31207,"Assin North",NA,NA
"4002","",60304,"Berekum",NA,NA
"4003","",10112,"Accra Metro",NA,NA
"4004","",30910,"",NA,NA
"4005","",60104,"Sunyani Municipal",NA,NA
"4006","",10403,"Dangme West",NA,NA
"4007","",80202,"West Gonja",NA,NA
"4008","",30109,"Cape Coast",NA,NA
"4009","",50105,"Asokore Mampong Municipal",NA,NA
"4010","",21202,"Fanteakwa",NA,NA
"4011","",31102,"Twifo Heman",NA,NA
"4012","",50202,"Atwima Nwabiagya",NA,NA
"4013","",51703,"Bosomtwe",NA,NA
"4014","",21601,"Atiwa",NA,NA
"4015","ASSEMBLIES OF GOD SENIOR HIGH SCHOOL",50138,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4016","BECHEM BUSINESS COLLEGE, BECHEM",9060202,"Atebubu",-1.0652015209198,7.67559051513672
"4017","",20603,"Birim South",NA,NA
"4018","",10111,"Ga East",NA,NA
"4019","",71106,"Biakoye",NA,NA
"4020","",90201,"Bawku West",NA,NA
"4021","ST. CLARES VOV., TUMU               ",9100401,"Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745
"4022","970901- COMBONI VOC. TECH. INST., SOGAKOPE     ",9070901,"South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"4023","",9071002,"Hohoe",NA,NA
"4024","950107 - RAMSEYER VOC. INST. KUMASI    ",9050107,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4025","PHILIP COMMERCIAL COLLEGE, KUMASI",50131,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4026","",10118,"Ga West",NA,NA
"4027","",9010101,"Accra Metro",NA,NA
"4028","ABETIFI TECH. INST., ABETIFI          ",9021002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"4029","",50204,"Atwima Nwabiagya",NA,NA
"4030","BOYS VOC. TRG. CENTRE, TAMALE         ",9080102,"Tamale",-0.784348249435425,9.38335132598877
"4031","",9070501,"Keta",NA,NA
"4032","",60801,"Kintampo North",NA,NA
"4033","",60605,"Tain",NA,NA
"4034","",31101,"Twifo Heman",NA,NA
"4035","",50701,"Kwabre",NA,NA
"4036","",100403,"Sisala West",NA,NA
"4037","",50305,"",NA,NA
"4038","",90507,"Kasena-Nankani",NA,NA
"4039","",50307,"Amansie East",NA,NA
"4040","",80702,"Sawla/Tuna/ Kariba",NA,NA
"4041","",51203,"Adansi North",NA,NA
"4042","",9080103,"Tamale Metro",NA,NA
"4043","",60104,"Sunyani Municipal",NA,NA
"4044","",61406,"Sunyani Municipal",NA,NA
"4045","",80802,"East Dagomba",NA,NA
"4046","CITY SENIOR HIGH BUSINESS SCH., KPEHE",10125,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4047","GALAZY INT. SCHOOL",10147,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4048","",70301,"Nkwanta",NA,NA
"4049","KINGS HIGH COLLEGE, KUMASI",50121,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4050","",21306,"East Akim",NA,NA
"4051","",50206,"Atwima Nwabiagya",NA,NA
"4052","",70804,"North Tongu",NA,NA
"4053","ACTION SEC/TECH SCHOOL",10509,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4054","",80702,"Sawla/Tuna/ Kariba",NA,NA
"4055","",51102,"Asante Akim South",NA,NA
"4056","900101 - WA TECH. INST., WA               ",9100101,"Wa Municipal",-2.28503036499023,10.0306215286255
"4057","",60707,"Techiman Municipal",NA,NA
"4058","",9050102,"Kumasi Metro",NA,NA
"4059","",9080103,"Tamale Metro",NA,NA
"4060","",71104,"Jasikan",NA,NA
"4061","",20703,"Birim North",NA,NA
"4062","",9051801,"Sekyere East",NA,NA
"4063","",50704,"Kwabre",NA,NA
"4064","950104 - CATHOLIC TECH. INSTITUTE, KUMASI     ",9050104,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4065","",70202,"Krachi West",NA,NA
"4066","",20502,"West Akim",NA,NA
"4067","",80111,"",NA,NA
"4068","",50603,"Afigya Sekyere",NA,NA
"4069","",30110,"Cape Coast",NA,NA
"4070","",31408,"Assin North Municipal",NA,NA
"4071","",10148,"Accra Metro",NA,NA
"4072","",9090401,"Bolgatanga",NA,NA
"4073","",70708,"Ketu North",NA,NA
"4074","",50606,"Afigya Sekyere",NA,NA
"4075","",21102,"Kwaebibirem",NA,NA
"4076","",10164,"Amasaman",NA,NA
"4077","",61003,"Dormaa",NA,NA
"4078","",30404,"Abura/Asebu/ Kwaman",NA,NA
"4079","",10166,"",NA,NA
"4080","",9050102,"Kumasi Metro",NA,NA
"4081","",71105,"Jasikan",NA,NA
"4082","BOLGATANGA SENIOR HIGH SCH, BOLGATANGA",90403,"Bolgatanga",-0.880232632160187,10.7424564361572
"4083","VICTORY HIGH SCHOOL",50142,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4084","",10120,"Accra Metro",NA,NA
"4085","",60206,"Tano North",NA,NA
"4086","",90303,"Builsa",NA,NA
"4087","",20503,"West Akim",NA,NA
"4088","RAMSEYER VOC. INST. KUMASI",9050107,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4089","",60902,"Nkoranza",NA,NA
"4090","",50805,"",NA,NA
"4091","",50301,"Amansie East",NA,NA
"4092","",40106,"Shama Ahanta East",NA,NA
"4093","AGOTIME SENIOR HIGH. SCHOOL, KPETOE",70113,"Ho Municipal",0.526142239570618,6.71760702133179
"4094","MANCELLS VOC. TRG. CENTRE, KUMASI",9050103,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4095","",20203,"Suhum/Kraboa Coaltar",NA,NA
"4096","",10301,"Dangme East",NA,NA
"4097","",9030101,"Cape Coast",NA,NA
"4098","ACTION SEC/TECH SCHOOL",10509,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4099","",60704,"Techiman Municipal",NA,NA
"4100","",61101,"Sene",NA,NA
"4101","",70703,"Ketu",NA,NA
"4102","ELOHIM INDUSTRIAL SKILLS TRAINING CENTRE",9010501,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"4103","",50305,"Bosome Freho",NA,NA
"4104","",60801,"Kintampo North",NA,NA
"4105","",9070901,"South Tongu",NA,NA
"4106","ARS TECH. INST. KOTOBABI      ",9010118,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4107","670114 - ABUTIA SEC/TECH. SCHOOL, ABUTIA-TETI      ",70114,"Ho Municipal",0.526142239570618,6.71760702133179
"4108","",9070601,"Kpando",NA,NA
"4109","",50116,"Kumasi Metro",NA,NA
"4110","",50206,"Atwima Mponua",NA,NA
"4111","",51608,"Bosomtwe",NA,NA
"4112","",21504,"Manya Krobo",NA,NA
"4113","",9051801,"Sekyere East",NA,NA
"4114","",9010301,"Dangme East",NA,NA
"4115","",50702,"Kwabre",NA,NA
"4116","",9000201,"Nadowli",NA,NA
"4117","",50704,"Kwabre",NA,NA
"4118","",20110,"",NA,NA
"4119","",30114,"",NA,NA
"4120","",9070601,"Kpando",NA,NA
"4121","",9070101,"Ho West",NA,NA
"4122","",61002,"Dormaa",NA,NA
"4123","TOP ACCOUNTANCY SCH. & SENIOR HIGHRETARYSHIP, ACCRA",10143,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4124","",21007,"Kwahu South",NA,NA
"4125","",9010301,"Dangme East",NA,NA
"4126","",31201,"Assin South",NA,NA
"4127","",50154,"Kumasi Metro",NA,NA
"4128","ADABIE COMM. INSTITUTE, BANTAMA",50125,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4129","",21012,"Kwahu West Municipal",NA,NA
"4130","",51102,"Asante Akim South",NA,NA
"4131","",60402,"Atebubu",NA,NA
"4132","",61202,"Asutifi",NA,NA
"4133","",51606,"Ejisu Juaben",NA,NA
"4134","",10102,"Accra Metro",NA,NA
"4135","",10403,"Dangme West",NA,NA
"4136","",50508,"Sekyere Central",NA,NA
"4137","",70805,"North Tongu",NA,NA
"4138","UNIVERSITY TUTORIAL SENIOR HIGH",50137,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4139","CORPUS CHRISTI SENIOR HIGH",10218,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4140","",20408,"Akwapim North",NA,NA
"4141","",21203,"Fanteakwa",NA,NA
"4142","",40302,"Nzema East",NA,NA
"4143","",80303,"East Gonja",NA,NA
"4144","",40906,"Wassa West",NA,NA
"4145","GALAZY INT. SCHOOL",10147,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4146","SOMANYA TECH. INST., SOMANYA",9021401,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"4147","",9021002,"Kwahu South",NA,NA
"4148","",9050103,"KUMASI METRO",NA,NA
"4149","",61303,"Asunafo South",NA,NA
"4150","TEMA SENIOR HIGH/COMMERCIAL SCHOOL    ",10208,"Tema",-0.0500882156193256,5.69031476974487
"4151","",10156,"",NA,NA
"4152","NAMONG SENIOR HIGH SCHOOL, NAMONG",50803,"Offinso",-1.89086854457855,7.34876441955566
"4153","BECHEM BUSINESS COLLEGE, BECHEM",9060202,"Atebubu",-1.0652015209198,7.67559051513672
"4154","",90101,"Bawku East",NA,NA
"4155","ST. CLARES VOC. TUMU",9100401,"Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745
"4156","",30108,"Cape Coast",NA,NA
"4157","",80702,"Sawla/Tuna/ Kariba",NA,NA
"4158","",70803,"North Tongu",NA,NA
"4159","",70801,"North Tongu",NA,NA
"4160","ABUTIA COMM. SENIOR HIGH SCHOOL, ABUTIA-HO",70117,"Ho Municipal",0.526142239570618,6.71760702133179
"4161","",40402,"Jomoro",NA,NA
"4162","",9060103,"Sunyani Municipal",NA,NA
"4163","",50607,"Sekyere Central",NA,NA
"4164","",9071003,"Hohoe",NA,NA
"4165","",50304,"Amansie East",NA,NA
"4166","",9021301,"East Akim",NA,NA
"4167","",80203,"West Gonja",NA,NA
"4168","",60505,"Jaman South",NA,NA
"4169","",70901,"South Tongu",NA,NA
"4170","",50707,"Kwabre",NA,NA
"4171","BUNKPURUGU SENIOR HIGH/TECHNICAL SCHOOL, BUNKPURUGU",80502,"East Mamprusi (Gambaga)",-0.41415736079216,10.4712734222412
"4172","",50604,"Afigya Sekyere",NA,NA
"4173","",30802,"Asikuma/Odoben/ Brakwa",NA,NA
"4174","",9100401,"SISALA EAST",NA,NA
"4175","",30203,"Edina/Komm/ Eguafo",NA,NA
"4176","",50202,"Atwima Nwabiagya",NA,NA
"4177","",40111,"Shama Ahanta East",NA,NA
"4178","",70705,"Ketu North",NA,NA
"4179","",10171,"",NA,NA
"4180","",10170,"",NA,NA
"4181","",71103,"Jasikan",NA,NA
"4182","",61302,"Asunafo North",NA,NA
"4183","SIDDIQ SENIOR SENIOR HIGH. SCHOOL, AGONA NYAKROM",30906,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"4184","",81401,"Karaga",NA,NA
"4185","",90507,"Kasena-Nankani",NA,NA
"4186","",40106,"Shama Ahanta East",NA,NA
"4187","",9071001,"Hohoe",NA,NA
"4188","ST. JOSEPH'S TECH. INST., SABOBA",9080901,"Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"4189","MARGARET BUECHNER VOC. CENTRE, DUNYAW NKWANTA",9060201,"Atebubu",-1.0652015209198,7.67559051513672
"4190","",9080603,"West Mamprusi",NA,NA
"4191","",70901,"South Tongu",NA,NA
"4192","",51602,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"4193","",71002,"Hohoe",NA,NA
"4194","",9030301,"MFANTSIMAN",NA,NA
"4195","",50706,"Kwabre",NA,NA
"4196","SACRED HEART TECH. INSTITUTE, ACCRA",9010102,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4197","940102 - METHODIST VOC. TRG. CENTRE, SEKONDI    ",9040102,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"4198","",60604,"Tain",NA,NA
"4199","",50606,"Afigya Sekyere",NA,NA
"4200","",51601,"Ejisu Juaben",NA,NA
"4201","MPOHOR SNR SENIOR HIGH. SCHOOL, MPOHOR",41102,"Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231
"4202","",21601,"Atiwa",NA,NA
"4203","ELOHIM SNR. HIGH",10601,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"4204","",9010106,"ACCRA METRO",NA,NA
"4205","ROYAL TECHNICAL COLLEGE, NUNGUA-ACCRA",9010113,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4206","",70122,"Ho Municipal",NA,NA
"4207","",30602,"Awutu/Efutu/ Senya",NA,NA
"4208","",9021001,"Kwahu South",NA,NA
"4209","",9021101,"Kwaebibirem",NA,NA
"4210","VAKPO SENIOR HIGH./TECH. SCHOOL, VAKPO",70606,"Kpando",0.267385125160217,6.89685153961182
"4211","",50309,"Bekwai",NA,NA
"4212","",50169,"",NA,NA
"4213","",40111,"Shama Ahanta East",NA,NA
"4214","",10404,"Dangme West",NA,NA
"4215","",80501,"East Mamprusi",NA,NA
"4216","",60904,"Nkoranza",NA,NA
"4217","NDEWURA JAKPA SENIOR HIGH/TECHNICAL SCHOOL, DAMONGO",80202,"West Gonja (Damongo)",-1.70040583610535,9.50565147399902
"4218","",90510,"Kasena-Nankani",NA,NA
"4219","",21202,"Fanteakwa",NA,NA
"4220","",9010201,"Tema",NA,NA
"4221","KOFORIDUA TECH. INST., KOFORIDUA",9020101,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"4222","",20701,"Birim North",NA,NA
"4223","SOMANYA TECH. INST., SOMANYA",9021401,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"4224","",20410,"Akwapim North",NA,NA
"4225","HAVE TECH. INST., HAVE",9071001,"Hohoe",0.466238558292389,7.03059482574463
"4226","AVE-DAKPA SENIOR HIGH SCHOOL, AVE-DAKPA",70402,"Akatsi",0.842700481414795,6.20688915252686
"4227","980103 - DABOKPA TECH. INSTITUTE, TAMALE        ",9080103,"Tamale",-0.784348249435425,9.38335132598877
"4228","E.P.C. MAWUKO GIRLS SENIOR HIGH. SCHOOL, HO",70106,"Ho Municipal",0.526142239570618,6.71760702133179
"4229","",50401,"Amansie West",NA,NA
"4230","",10147,"Accra Metro",NA,NA
"4231","",21001,"Kwahu South",NA,NA
"4232","",20201,"Suhum/Kraboa Coaltar",NA,NA
"4233","PRINCE BOATENG MEMORIAL VOC.",9020301,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"4234","",70901,"South Tongu",NA,NA
"4235","",71003,"Hohoe",NA,NA
"4236","",60201,"Tano South",NA,NA
"4237","CAMBRIDGE SENIOR HIGH",50133,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4238","ALBERT ACADEMY SCHOOL         ",10505,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"4239","",9060104,"Sunyani Municipal",NA,NA
"4240","",20805,"Asuogyaman",NA,NA
"4241","",40304,"Nzema East",NA,NA
"4242","",10117,"Accra Metro",NA,NA
"4243","",50204,"Atwima Nwabiagya",NA,NA
"4244","",9070501,"Keta",NA,NA
"4245","",20602,"Birim South",NA,NA
"4246","DEKS SENIOR HIGH SCHOOL",10217,"Tema",-0.0500882156193256,5.69031476974487
"4247","",70801,"North Tongu",NA,NA
"4248","950102 - CITY EDUCATION COMPLEX, KUMASI        ",9050102,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4249","",80902,"Cherponi Saboba",NA,NA
"4250","PHILIP COMMERCIAL COLLEGE, KUMASI",50131,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4251","GHANA NATIONAL ACADEMY, KUMASI",50129,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4252","",70704,"Ketu",NA,NA
"4253","",21101,"Kwaebibirem",NA,NA
"4254","921401 - SOMANYA TECH. INST., SOMANYA           ",9021401,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"4255","",81201,"Tolon Kumbungu",NA,NA
"4256","",20204,"Suhum/Kraboa Coaltar",NA,NA
"4257","",60601,"Wenchi Municipal",NA,NA
"4258","",21008,"Kwahu South",NA,NA
"4259","",31002,"Upper Denkyira",NA,NA
"4260","",10509,"Ga East",NA,NA
"4261","PRINCE OF PEACE GIRLS' SCHOOL, SUNTRESU-KUMASI",50117,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4262","",100301,"Jirapa/ Lambussie",NA,NA
"4263","",20302,"Akwapim South",NA,NA
"4264","TEMA SPECIAL CATERING VTC, TEMA     ",9010203,"Tema",-0.0500882156193256,5.69031476974487
"4265","",21401,"Yilo Krobo",NA,NA
"4266","",50702,"Kwabre",NA,NA
"4267","",30108,"Cape Coast",NA,NA
"4268","",9010102,"Accra Metro",NA,NA
"4269","970601 - KPANDO TECH. INST., KPANDO           ",9070601,"Kpando",0.267385125160217,6.89685153961182
"4270","S.D.A. SENIOR HIGH, TWIFO HEMAN",30907,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"4271","910201 - TEMA TECH. INSTITUTE, TEMA           ",9010201,"Tema",-0.0500882156193256,5.69031476974487
"4272","",50704,"Kwabre",NA,NA
"4273","ST. JOSEPH'S TECH. INST., SABOBA",9080901,"Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"4274","",80801,"East Dagomba",NA,NA
"4275","",10109,"Accra Metro",NA,NA
"4276","ASSEMBLIES OF GOD SENIOR HIGH SCHOOL",50138,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4277","",60206,"Tano North",NA,NA
"4278","",51501,"Ahafo Ano South",NA,NA
"4279","",60507,"Jaman North",NA,NA
"4280","640604 - AKONTOMBRA SNR. SEC. SCHOOL, AKONTOMBRA        ",40604,"Sefwi Wiawso",-2.63786101341248,6.25838994979858
"4281","SALEM SENIOR HIGH SCHOOL, KUKU HILL         ",10123,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4282","",9070601,"Kpando",NA,NA
"4283","",31209,"",NA,NA
"4284","",9040101,"Shama Ahanta East",NA,NA
"4285","",40605,"",NA,NA
"4286","",70603,"South Dayi",NA,NA
"4287","910107 - ACCRA GIRLS VOC. INSTITUTE, ACHIMOTA    ",9010107,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4288","",81201,"Tolon Kumbungu",NA,NA
"4289","",30603,"Awutu/Efutu/ Senya",NA,NA
"4290","",60501,"Jaman South",NA,NA
"4291","",50302,"Amansie East",NA,NA
"4292","",31201,"Assin South",NA,NA
"4293","",30404,"Abura/Asebu/ Kwaman",NA,NA
"4294","",10125,"Accra Metro",NA,NA
"4295","",10301,"Dangme East",NA,NA
"4296","",51802,"Sekyere East",NA,NA
"4297","",10114,"Accra Metro",NA,NA
"4298","PRINCE BOATENG MEMORIAL SENIOR HIGH",20306,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"4299","",10511,"Ga East",NA,NA
"4300","",31206,"Assin South",NA,NA
"4301","DABOKPA TECH. INSTITUTE, TAMALE",9080103,"Tamale",-0.784348249435425,9.38335132598877
"4302","",10108,"Accra Metro",NA,NA
"4303","",90507,"Kasena-Nankani",NA,NA
"4304","",51207,"",NA,NA
"4305","",51501,"Ahafo Ano South",NA,NA
"4306","",70702,"Ketu",NA,NA
"4307","BOYS VOC. TRG. CENTRE, TAMALE         ",9080102,"Tamale",-0.784348249435425,9.38335132598877
"4308","",50205,"Atwima Mponua",NA,NA
"4309","",61001,"Dormaa",NA,NA
"4310","",90504,"Kasena-Nankani",NA,NA
"4311","",30303,"Mfantsiman",NA,NA
"4312","",9021201,"FANTEAKWA",NA,NA
"4313","",9010101,"Accra Metro",NA,NA
"4314","KPANDO TECH. INST., KPANDO",9070601,"Kpando",0.267385125160217,6.89685153961182
"4315","",100107,"Wa East",NA,NA
"4316","",30502,"Gomoa",NA,NA
"4317","",9070501,"Keta",NA,NA
"4318","",60703,"Techiman Municipal",NA,NA
"4319","971002 - EP TRADES TRG. CENTRE, ALAVANYO         ",9071002,"Ketu (Denu)",1.03270864486694,6.11122751235962
"4320","",21505,"Manya Krobo",NA,NA
"4321","DANSOMAN SENIOR HIGH SCHOOL",10138,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4322","",10507,"",NA,NA
"4323","",20303,"Akwapim South",NA,NA
"4324","621501 - KROBO GIRLS SECONDARY SCHOOL, ODUMASE  ",21501,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"4325","",20109,"New Juaben",NA,NA
"4326","",20401,"Akwapim North",NA,NA
"4327","",9080901,"Saboba/ Chereponi",NA,NA
"4328","",10110,"Accra Metro",NA,NA
"4329","",61004,"Dormaa",NA,NA
"4330","",51004,"Asante Akim North",NA,NA
"4331","ST. PETER'S GIRLS VOC. INST., KUMASI",9050105,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4332","ADVENTIST SEC. TECH., TECHIMAN          ",9060701,"Berekum",-2.63174390792847,7.50356483459473
"4333","620605 - 620605       ",20605,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"4334","",40903,"Tarkwa Nsuaem*",NA,NA
"4335","",41001,"Aowin Suaman",NA,NA
"4336","",40112,"Shama Ahanta East",NA,NA
"4337","",90403,"Talensi Nabdam",NA,NA
"4338","",51401,"Ahafo Ano North",NA,NA
"4339","",20202,"Suhum/Kraboa Coaltar",NA,NA
"4340","",40906,"Wassa West",NA,NA
"4341","",50173,"",NA,NA
"4342","",10115,"Accra Metro",NA,NA
"4343","ANGLICAN VOC. TECH. SCHOOL, TESHIE",9010117,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4344","",50502,"Sekyere West",NA,NA
"4345","",10219,"",NA,NA
"4346","",30108,"Cape Coast",NA,NA
"4347","",20404,"Akwapim North",NA,NA
"4348","",70701,"Ketu",NA,NA
"4349","",10402,"Dangme West",NA,NA
"4350","",9050102,"Kumasi Metro",NA,NA
"4351","",51804,"Sekyere East",NA,NA
"4352","",10157,"",NA,NA
"4353","",60601,"Wenchi Municipal",NA,NA
"4354","",30906,"Agona Swedru",NA,NA
"4355","",40108,"Shama Ahanta East",NA,NA
"4356","",20101,"New Juaben",NA,NA
"4357","",10506,"Ga East",NA,NA
"4358","",50501,"Sekyere West",NA,NA
"4359","910204 - SOS VOCATIONAL INST. TEMA     ",9010204,"Tema",-0.0500882156193256,5.69031476974487
"4360","",30703,"Ajumako/ Enyan/Esiam",NA,NA
"4361","",10502,"Ga East",NA,NA
"4362","",20405,"Akwapim North",NA,NA
"4363","",10110,"Accra Metro",NA,NA
"4364","",10131,"Accra Metro",NA,NA
"4365","",30109,"Cape Coast",NA,NA
"4366","",10508,"Ga East",NA,NA
"4367","",21502,"Manya Krobo",NA,NA
"4368","ST. JOHN'S INTEGRATED SEC/TECH",90507,"Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"4369","",70901,"South Tongu",NA,NA
"4370","",21006,"Kwahu South",NA,NA
"4371","950101 - KUMASI TECH. INST., KUMASI             ",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4372","ASUKAWKAW SENIOR HIGH SCHOOL, ASUKAWKAW",70204,"Kete Krachie",-0.0899035781621933,8.05344390869141
"4373","",20407,"Akwapim North",NA,NA
"4374","",60705,"Techiman Municipal",NA,NA
"4375","",50116,"Kumasi Metro",NA,NA
"4376","",50703,"Kwabre",NA,NA
"4377","",51002,"Asante Akim North",NA,NA
"4378","",51103,"Asante Akim South",NA,NA
"4379","",21201,"Fanteakwa",NA,NA
"4380","TWENE AMANFO SENIOR HIGH/TECHNICAL SCHOOL, SUNYANI  ",60101,"Sunyani",-2.3274233341217,7.34467792510986
"4381","",9100101,"Wa Municipal",NA,NA
"4382","",9070501,"Keta",NA,NA
"4383","",50802,"Offinso",NA,NA
"4384","",10511,"Ga East",NA,NA
"4385","TEMA INDUSTRIAL MISSON VTC, TEMA",9010202,"Tema",-0.0500882156193256,5.69031476974487
"4386","",30106,"Cape Coast",NA,NA
"4387","WA WOMEN'S TRG. CENTRE, WA",9100102,"Wa Municipal",-2.28503036499023,10.0306215286255
"4388","",21202,"Fanteakwa",NA,NA
"4389","",100303,"Jirapa/ Lambussie",NA,NA
"4390","",9010101,"Accra Metro",NA,NA
"4391","",51602,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"4392","",9050107,"KUMASI METRO",NA,NA
"4393","",10501,"Ga West",NA,NA
"4394","",50903,"",NA,NA
"4395","",10160,"Ga East",NA,NA
"4396","",21104,"Kwaebibirem",NA,NA
"4397","",60610,"Tain",NA,NA
"4398","",51201,"Adansi North",NA,NA
"4399","",40801,"Juaboso",NA,NA
"4400","",50307,"Amansie East",NA,NA
"4401","NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE",10503,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"4402","",10504,"Ga West",NA,NA
"4403","",40106,"Shama Ahanta East",NA,NA
"4404","ELOHIM INDUSTRIAL SKILLS TRAINING CENTRE",9010501,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"4405","",21406,"Manya Krobo",NA,NA
"4406","",60707,"Techiman Municipal",NA,NA
"4407","670206 - NCHUMURUMAN PENTECOST SEC. SCH, CHINDERI, KRACHI",70206,"Hohoe",0.466238558292389,7.03059482574463
"4408","",20408,"Akwapim North",NA,NA
"4409","TEMA HIGH SCHOOL, TEMA",10214,"Tema",-0.0500882156193256,5.69031476974487
"4410","",31208,"Assin North",NA,NA
"4411","",60504,"Jaman North",NA,NA
"4412","",9080603,"West Mamprusi",NA,NA
"4413","YOUNG MEN CHRISTIAN ASSOC., ACCRA",9010106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4414","",51205,"Adansi South",NA,NA
"4415","",20901,"Kwahu North",NA,NA
"4416","",51103,"Asante Akim South",NA,NA
"4417","",9080603,"West Mamprusi",NA,NA
"4418","",9070901,"South Tongu",NA,NA
"4419","",20405,"Akwapim North",NA,NA
"4420","",50105,"Asokore Mampong Municipal",NA,NA
"4421","",40102,"Shama Ahanta East",NA,NA
"4422","",30601,"Awutu/Efutu/ Senya",NA,NA
"4423","",50145,"Kumasi Metro",NA,NA
"4424","",21006,"Kwahu South",NA,NA
"4425","921002 - ABETIFI TECH. INST., ABETIFI          ",9021002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"4426","",81101,"Zabzugu Tatale",NA,NA
"4427","",70804,"North Tongu",NA,NA
"4428","",50403,"Amansie West",NA,NA
"4429","",40903,"Tarkwa Nsuaem*",NA,NA
"4430","",80902,"Cherponi Saboba",NA,NA
"4431","",9080603,"West Mamprusi",NA,NA
"4432","",51802,"Sekyere East",NA,NA
"4433","NEW JUABENG COLL. OF COMMERCE, KOFORIDUA",20107,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"4434","",60607,"Wenchi Municipal",NA,NA
"4435","",20604,"Birim South",NA,NA
"4436","",9010113,"ACCRA METRO",NA,NA
"4437","OUR LADY'S ADULT EDUC. CENTRE, KONONGO",9051001,"Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"4438","",51101,"Asante Akim South",NA,NA
"4439","",30603,"Awutu/Efutu/ Senya",NA,NA
"4440","",80301,"East Gonja",NA,NA
"4441","",9020901,"Kwahu North",NA,NA
"4442","",70901,"South Tongu",NA,NA
"4443","",90504,"Kasena-Nankani",NA,NA
"4444","TEMA INDUSTRIAL MISSON VTC, TEMA",9010202,"Tema",-0.0500882156193256,5.69031476974487
"4445","",50603,"Afigya Sekyere",NA,NA
"4446","",41001,"Aowin Suaman",NA,NA
