"","schoolname","schoolcode","sssdistrict","ssslong","ssslat"
"206","NOTRE DAME SEMINARY SENIOR HIGH SCHOOL, NAVRONGO",90505,"Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"207","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"208","ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"209","KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO",50103,"Kumasi Metro",-1.59718716144562,6.68205976486206
"210","KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA",20101,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"211","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"212","SUNYANI SENIOR HIGH SCHOOL, SUNYANI",60104,"Sunyani",-2.3274233341217,7.34467792510986
"213","KPANDO SENIOR HIGH SCHOOL, KPANDO",70602,"Kpando",0.267385125160217,6.89685153961182
"214","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"215","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE",21501,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"216","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,"Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"217","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"218","GHANA SENIOR HIGH. SCH., KOFORIDUA",20104,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"219","OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"220","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"221","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"222","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE",21501,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"223","KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206
"224","ACCRA ACADEMY, KANESHIE",10121,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"225","SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,"Agona Swedru",-0.755242526531219,5.61735343933105
"226","GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,"Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"227","APAM SENIOR HIGH SCHOOL, APAM",30501,"Gomoa (Apam)",-0.723635494709015,5.40456104278564
"228","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,"Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"229","KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206
"230","WESLEY GRAMMAR SCHOOL, DANSOMAN",10103,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"231","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST",30401,"Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"232","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206
"233","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"234","AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM",51701,"Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"235","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"236","KETA SENIOR HIGH SCHOOL, KETA",70502,"Keta",0.853055775165558,5.90746402740479
"237","FIJAI SENIOR HIGH. SCHOOL, SEKONDI",40105,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"238","S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"239","WINNEBA SENIOR HIGH SCHOOL, WINNEBA",30601,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"240","GHANA SENIOR HIGH./TECH. SCHOOL, TAKORADI",40104,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"241","NANDOM SENIOR HIGH SCHOOL, NANDOM",100201,"Lawra",-2.80094122886658,10.5463981628418
"242","S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"243","ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"244","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,"Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"245","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206
"246","ABUAKWA STATE COLLEGE, KIBI",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"247","OLA GIRLS SENIOR HIGH. SCHOOL, KENYASI",61201,"Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"248","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206
"249","ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"250","SUNYANI SENIOR HIGH SCHOOL, SUNYANI",60104,"Sunyani",-2.3274233341217,7.34467792510986
"251","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND",30301,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"252","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"253","OLA GIRLS SENIOR HIGH SCHOOL, HO",70101,"Ho Municipal",0.526142239570618,6.71760702133179
"254","TAMALE SENIOR HIGH SCHOOL, TAMALE",80101,"Tamale",-0.784348249435425,9.38335132598877
"255","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"256","TOASE SENIOR HIGH SCHOOL, TOASE",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"257","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE",51002,"Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"258","SEKONDI COLLEGE, SEKONDI",40102,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"259","OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"260","ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206
"261","WINNEBA SENIOR HIGH SCHOOL, WINNEBA",30601,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"262","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA",10117,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"263","WINNEBA SENIOR HIGH SCHOOL, WINNEBA",30601,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"264","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"265","ADONTEN SENIOR HIGH SCH., ABURI",20302,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"266","ASANTEMAN SENIOR HIGH SCHOOL, BANTAMA",50101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"267","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"268","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"269","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"270","BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO",70601,"Kpando",0.267385125160217,6.89685153961182
"271","APAM SENIOR HIGH SCHOOL, APAM",30501,"Gomoa (Apam)",-0.723635494709015,5.40456104278564
"272","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI",51202,"Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"273","S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"274","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206
"275","KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206
"276","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206
"277","ST. CHARLES SENIOR HIGH. SCHOOL, TAMALE",80107,"Tamale",-0.784348249435425,9.38335132598877
"278","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"279","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"280","SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,"Agona Swedru",-0.755242526531219,5.61735343933105
"281","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST",30108,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"282","GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,"Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"283","TOASE SENIOR HIGH SCHOOL, TOASE",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"284","APAM SENIOR HIGH SCHOOL, APAM",30501,"Gomoa (Apam)",-0.723635494709015,5.40456104278564
"285","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"286","KUMASI GIRLS SENIOR HIGH. SCHOOL, ABREPO",50103,"Kumasi Metro",-1.59718716144562,6.68205976486206
"287","SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,"Agona Swedru",-0.755242526531219,5.61735343933105
"288","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"289","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"290","SEKONDI COLLEGE, SEKONDI",40102,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"291","KPANDO SENIOR HIGH SCHOOL, KPANDO",70602,"Kpando",0.267385125160217,6.89685153961182
"292","SEKONDI COLLEGE, SEKONDI",40102,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"293","ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"294","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"295","TOASE SENIOR HIGH SCHOOL, TOASE",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"296","S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"297","KETA SENIOR HIGH SCHOOL, KETA",70502,"Keta",0.853055775165558,5.90746402740479
"298","ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP",10115,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"299","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"300","ABUAKWA STATE COLLEGE, KIBI",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"301","ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"302","ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"303","GHANA SENIOR HIGH. SCH., KOFORIDUA",20104,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"304","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,"Tema",-0.0500882156193256,5.69031476974487
"305","TOASE SENIOR HIGH SCHOOL, TOASE",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"306","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"307","BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN",31001,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"308","AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM",51701,"Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"309","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,"Tema",-0.0500882156193256,5.69031476974487
"310","WESLEY GRAMMAR SCHOOL, DANSOMAN",10103,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"311","PRESBY SENIOR HIGH. SCHOOL, BECHEM",60201,"Tano (Bechem)",-2.02141523361206,7.18365907669067
"312","SWEDRU SENIOR HIGH SCHOOL, SWEDRU",30905,"Agona Swedru",-0.755242526531219,5.61735343933105
"313","S.D.A SENIOR HIGH SCHOOL, BEKWAI",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"314","BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO",70601,"Kpando",0.267385125160217,6.89685153961182
"315","LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE",100104,"Wa Municipal",-2.28503036499023,10.0306215286255
"316","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"317","BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,"Berekum",-2.63174390792847,7.50356483459473
"318","KUMASI HIGH SCHOOL, ATONSU GYENASE",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206
"319","NANDOM SENIOR HIGH SCHOOL, NANDOM",100201,"Lawra",-2.80094122886658,10.5463981628418
"320","KETA SENIOR HIGH SCHOOL, KETA",70502,"Keta",0.853055775165558,5.90746402740479
"321","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA",10114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"322","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"323","NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA",20103,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"324","GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,"Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"325","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST",30105,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"326","ABUAKWA STATE COLLEGE, KIBI",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"327","ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI",10112,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"328","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN",10101,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"329","NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA",20103,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"330","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206
"331","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,"Tema",-0.0500882156193256,5.69031476974487
"332","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206
"333","WESLEY GRAMMAR SCHOOL, DANSOMAN",10103,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"334","ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"335","DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,"Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"336","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND",30301,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"337","TOASE SENIOR HIGH SCHOOL, TOASE",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"338","ST. HUBERT SEM./SENIOR HIGH SCH, KUMASI",50119,"Kumasi Metro",-1.59718716144562,6.68205976486206
"339","TOASE SENIOR HIGH SCHOOL, TOASE",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"340","GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,"Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"341","BOLGATANGA SENIOR HIGH SCH, BOLGATANGA",90403,"Bolgatanga",-0.880232632160187,10.7424564361572
"342","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"343","TARKWA SENIOR HIGH SCHOOL, TARKWA",40904,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"344","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA",10106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"345","MPRAESO SENIOR HIGH. SCHOOL, MPRAESO",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"346","ADONTEN SENIOR HIGH SCH., ABURI",20302,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"347","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA",10501,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"348","BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,"Berekum",-2.63174390792847,7.50356483459473
"349","AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO",21306,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"350","KUMASI TECH. INST., KUMASI",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"351","ABUAKWA STATE COLLEGE, KIBI",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"352","LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE",100104,"Wa Municipal",-2.28503036499023,10.0306215286255
"353","KPANDO SENIOR HIGH SCHOOL, KPANDO",70602,"Kpando",0.267385125160217,6.89685153961182
"354","ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"355","ABUAKWA STATE COLLEGE, KIBI",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"356","OSEI TUTU SENIOR HIGH. SCHOOL, AKROPONG",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"357","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA",30402,"Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"358","ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206
"359","GHANATTA SENIOR HIGH. SCHOOL, DODOWA",10401,"Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"360","ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"361","TARKWA SENIOR HIGH SCHOOL, TARKWA",40904,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"362","AKWAMUMAN SENIOR HIGH. SCHOOL, ATIMPOKU-AKOSOMBO",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"363","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206
"364","BENKUM SENIOR HIGH SCHOOL, LARTE-AKW",20403,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"365","ASAMANKESE SENIOR HIGH. SCHOOL, ASAMANKESE",20501,"West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"366","ODA SENIOR HIGH SCHOOL, AKIM ODA",20601,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"367","ST. MARTINS SENIOR HIGH. SCH., NSAWAM",20303,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"368","SUHUM SENIOR HIGH./TECH SCH., SUHUM",20201,"Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"369","NIFA SENIOR HIGH. SCH., ADUKROM",20401,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"370","BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN",31001,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"371","MPRAESO SENIOR HIGH. SCHOOL, MPRAESO",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"372","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE",21501,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"373","GHANA SENIOR HIGH. SCHOOL, TAMALE",80102,"Tamale",-0.784348249435425,9.38335132598877
"374","NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA",30903,"Agona Swedru",-0.755242526531219,5.61735343933105
"375","TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU",51802,"Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"376","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4",10202,"Tema",-0.0500882156193256,5.69031476974487
"377","OSEI KYERETWIE SENIOR HIGH. SCHOOL, OLD TAFO",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"378","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206
"379","BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA",30801,"Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"380","KUMASI SENIOR HIGH./TECH. SCHOOL, KUMASI",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206
"381","AHANTAMAN SENIOR HIGH. SCHOOL, SEKONDI-KETAN",40106,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"382","TARKWA SENIOR HIGH SCHOOL, TARKWA",40904,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"383","TAKORADI SENIOR HIGH SCHOOL, TANOKROM",40101,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"384","SEKONDI COLLEGE, SEKONDI",40102,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"385","KUMASI TECH. INST., KUMASI",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"386","JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO",51602,"Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"387","TAMALE SENIOR HIGH SCHOOL, TAMALE",80101,"Tamale",-0.784348249435425,9.38335132598877
"388","BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA",30801,"Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"389","NIFA SENIOR HIGH. SCH., ADUKROM",20401,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"390","MAWULI SENIOR HIGH. SCHOOL, HO",70102,"Ho Municipal",0.526142239570618,6.71760702133179
"391","ADVENTIST SENIOR HIGH SCHOOL, KUMASI",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206
"392","ARMED FORCES SENIOR HIGH/TECHNICAL SCHOOL, KUMASI",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206
"393","TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE",10116,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"394","ADONTEN SENIOR HIGH SCH., ABURI",20302,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"395","ST. JOHN'S SENIOR HIGH. SCHOOL, SEKONDI",40107,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"396","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI",51202,"Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"397","BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,"Berekum",-2.63174390792847,7.50356483459473
"398","TANYIGBE SENIOR HIGH. SCHOOL, TANYIGBE",70112,"Ho Municipal",0.526142239570618,6.71760702133179
"399","ASAMANKESE SENIOR HIGH. SCHOOL, ASAMANKESE",20501,"West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"400","WEST AFRICA SENIOR HIGH. SCH., ADENTA",10502,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"401","MPRAESO SENIOR HIGH. SCHOOL, MPRAESO",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"402","NIFA SENIOR HIGH. SCH., ADUKROM",20401,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"403","GHANA SENIOR HIGH. SCHOOL, TAMALE",80102,"Tamale",-0.784348249435425,9.38335132598877
"404","KSI WESLEY GIRLS' HIGH SCHOOL, KUMASI",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206
"405","NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"406","TECHNOLOGY SENIOR HIGH. SCHOOL, KUMASI",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206
"407","SWEDRU SCHOOL OF BUSINESS, SWEDRU",30902,"Agona Swedru",-0.755242526531219,5.61735343933105
"408","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN",10101,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"409","NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA",30903,"Agona Swedru",-0.755242526531219,5.61735343933105
"410","NIFA SENIOR HIGH. SCH., ADUKROM",20401,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"411","JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO",51602,"Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
